Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk
5,1,2,3,740.52,283.14,1.66,1.1,4,0.536,0.73,1,2025,6,3,5,0.0022416680170690866,0.803,0.38235294117647056,0.5104,0
7,3,3,0,7925.35,11.48,2.89,7.5,2,0.523,121.68,1,2025,9,15,1,0.00036465266518197935,912.6,0.0014485164693041949,3.5774999999999997,1
5,3,2,0,3784.19,18.18,2.0,3.1,0,0.575,2.96,1,2024,7,22,1,0.0005285146887444869,9.176,0.004804198520687386,1.3175000000000001,0
2,4,2,0,9855.01,223.47,1.81,9.5,0,0.692,8.6,1,2024,6,5,6,0.00018366292880473992,81.7,0.02267577607734543,2.9260000000000006,1
7,3,2,0,3028.31,408.51,1.41,7.1,3,0.566,1.92,0,2025,1,17,0,0.000465606229216956,13.632,0.13489702177121893,3.0814000000000004,1
3,5,2,3,10518.6,442.73,3.72,3.3,1,0.935,11.4,0,2024,6,14,0,0.0003536592322172152,37.62,0.042090202118152606,0.2144999999999998,0
1,7,3,4,6107.66,44.27,2.61,2.9,1,0.512,14.27,1,2025,7,6,3,0.00042733223525867517,41.382999999999996,0.007248275116820518,1.4152,0
2,6,2,4,14082.58,269.64,3.27,5.2,4,0.658,31.91,1,2025,6,27,0,0.00023220176984615036,165.93200000000002,0.01914705970070825,1.7784,0
6,4,1,1,2494.05,456.7,3.6,0.8,2,0.592,14.44,1,2024,1,1,1,0.001443435376195345,11.552,0.1831158156412261,0.3264,0
2,8,1,2,5445.46,194.6,3.44,1.2,1,0.966,6.78,0,2025,9,5,0,0.0006317188997807348,8.136,0.03573619124922412,0.04080000000000004,0
4,5,0,2,2145.37,414.95,2.75,1.8,0,0.835,0.5,1,2024,11,27,6,0.0012818301738161716,0.9,0.19341652022728015,0.2970000000000001,0
5,3,1,0,13908.06,67.71,2.48,7.7,2,0.956,107.19,1,2025,5,15,4,0.00017831386979923872,825.363,0.004868400050042925,0.3388000000000003,1
6,8,1,0,13221.42,467.76,2.44,5.1,1,0.986,18.1,0,2024,1,20,2,0.0001845490121333412,92.31,0.03537895324405397,0.07140000000000006,0
5,5,1,2,4240.15,375.96,3.31,0.1,1,0.749,4.11,0,2024,4,24,6,0.0007806327606334683,0.41100000000000003,0.08866667452802378,0.0251,0
0,3,2,4,10069.77,470.73,2.83,6.7,0,0.617,8.42,1,2025,1,6,1,0.0002810391895743398,56.414,0.04674684724675936,2.5661,0
0,6,0,2,12349.72,338.63,4.0,4.2,1,0.597,1.07,0,2024,11,10,3,0.00032389398302147743,4.494000000000001,0.027420054867640726,1.6926,0
6,3,0,0,8550.41,182.34,4.09,5.1,2,0.611,3.97,1,2024,9,2,1,0.0004783396351753892,20.247,0.021325293173075913,1.9839,0
2,8,0,3,8179.93,469.15,1.76,2.1,3,0.854,0.57,0,2024,2,29,4,0.00021516076543442303,1.1969999999999998,0.057353791536113384,0.30660000000000004,0
4,5,0,0,4006.86,138.51,1.65,5.5,3,0.52,0.67,0,2024,9,3,5,0.00041179377367814193,3.685,0.03456821551039966,2.6399999999999997,0
4,5,3,1,1849.99,166.75,3.28,9.8,4,0.526,12.16,1,2025,8,3,3,0.0017729825566624683,119.168,0.09013562235471544,4.6452,1
2,7,2,2,13509.63,350.7,2.19,0.7,3,0.804,10.74,0,2024,3,21,4,0.0001621065861907395,7.518,0.025959260172188286,0.13719999999999996,0
2,8,1,3,13556.06,382.89,1.26,2.8,2,0.821,85.86,1,2024,3,28,4,9.294736081132719e-05,240.408,0.028244932524642115,0.5012000000000001,0
2,5,3,3,9679.97,464.77,4.13,2.4,0,0.833,14.58,0,2025,5,12,1,0.0004266542148374427,34.992,0.04801357855447899,0.4008000000000001,0
3,2,0,1,5415.93,103.2,1.95,2.5,0,0.686,0.5,1,2024,3,11,1,0.00036004896665946565,1.25,0.01905489915859326,0.7849999999999999,0
4,2,3,0,5563.54,399.2,4.27,3.8,0,0.903,8.6,0,2025,6,29,3,0.0007674969533786043,32.68,0.0717528767655126,0.36859999999999987,0
1,7,0,0,11026.36,369.53,3.57,8.2,1,0.767,1.11,1,2024,5,8,6,0.0003237695848856739,9.102,0.03351332624728378,1.9105999999999996,1
7,3,3,4,13508.1,32.83,3.72,9.1,0,0.553,27.15,1,2024,5,11,2,0.00027539032136273794,247.06499999999997,0.0024303936156824424,4.067699999999999,1
6,6,3,4,13362.75,194.22,1.86,2.0,3,0.899,24.89,0,2025,11,6,4,0.0001391929056519055,49.78,0.014534433406297356,0.20199999999999996,0
2,0,1,2,11808.2,142.1,1.97,5.4,4,0.977,30.18,1,2025,5,1,4,0.00016683321759455294,162.972,0.012034010264053792,0.12420000000000012,0
1,3,3,2,9809.46,152.94,2.92,6.4,2,0.53,143.34,1,2025,7,16,6,0.0002976718392245853,917.3760000000001,0.01559107229144112,3.008,0
4,2,1,3,1720.03,491.49,1.77,5.2,0,0.696,1.14,1,2024,6,18,5,0.0010290518188636245,5.928,0.285745016075301,1.5808000000000002,0
4,8,2,0,2843.62,321.75,2.21,4.3,0,0.744,2.65,0,2024,9,28,2,0.0007771783852976136,11.395,0.1131480296242114,1.1008,0
7,5,0,2,13529.04,359.12,2.26,1.9,1,0.573,0.6,1,2025,6,24,5,0.0001670480684512722,1.14,0.02654438156735437,0.8113,0
2,5,1,3,9293.22,488.33,1.73,4.9,3,0.934,9.75,0,2025,9,13,2,0.00018615721999479191,47.775000000000006,0.052546910543385394,0.32339999999999974,0
0,4,0,3,633.36,189.22,1.88,4.0,2,0.642,0.5,1,2025,3,9,3,0.0029682960717443475,2.0,0.2987558418592901,1.432,0
6,3,2,3,1971.34,401.12,3.8,8.0,2,0.892,13.64,1,2024,8,4,3,0.0019276228352288292,109.12,0.20347580833341788,0.8639999999999999,1
0,6,1,1,10120.78,217.83,1.75,7.6,4,0.835,29.43,1,2025,7,6,3,0.00017291157400911786,223.66799999999998,0.021523044666517797,1.2540000000000002,1
3,5,0,4,573.39,434.9,1.29,1.3,2,0.799,0.5,1,2025,12,7,3,0.002249777638256684,0.65,0.7584715464169239,0.2613,0
3,8,0,1,2831.72,91.15,3.28,0.9,0,0.596,0.5,1,2024,7,24,6,0.001158306612235673,0.45,0.032188916983317564,0.36360000000000003,0
7,7,2,0,8456.64,473.9,4.42,9.1,0,0.61,6.39,1,2025,12,31,6,0.0005226662125856133,58.148999999999994,0.05603880501002762,3.549,1
2,0,1,3,10532.48,110.17,2.29,5.4,3,0.524,11.25,1,2024,11,15,0,0.00021742267728018473,60.75000000000001,0.010460024609588626,2.5704000000000002,0
1,3,0,3,9953.44,163.78,1.59,8.6,3,0.62,1.15,1,2025,2,12,6,0.00015974376697905446,9.889999999999999,0.016454612676622352,3.268,1
1,4,3,0,3751.9,378.34,3.08,0.6,3,0.673,5.65,0,2025,11,18,5,0.0008209174018497295,3.39,0.10083957461552813,0.19619999999999996,0
7,1,0,2,10826.6,197.48,4.19,5.3,4,0.917,1.52,1,2025,10,27,1,0.00038700977222766154,8.056,0.018240260100123768,0.4398999999999998,0
3,4,3,1,3940.11,304.5,3.79,5.4,4,0.683,20.97,0,2025,1,17,0,0.0009619020788759705,113.238,0.07728210633713271,1.7117999999999998,0
4,2,3,0,5218.3,222.84,3.25,8.6,3,0.877,12.61,1,2025,3,24,1,0.0006228081942395033,108.44599999999998,0.04270356246287105,1.0577999999999999,1
2,3,0,2,11324.13,371.44,2.24,1.0,1,0.72,0.5,0,2025,6,13,0,0.00019780769030380263,0.5,0.032800753788591264,0.28,0
6,4,1,0,9919.68,114.94,2.99,2.4,1,0.892,11.29,1,2025,4,7,1,0.00030142101358108327,27.095999999999997,0.01158706732475241,0.25919999999999993,0
6,0,2,2,12813.74,30.17,1.5,4.1,1,0.988,12.85,0,2024,5,3,0,0.00011706184142959043,52.684999999999995,0.0023545038372871623,0.04920000000000004,0
5,5,2,2,10035.39,150.66,3.44,8.7,3,0.62,10.96,0,2024,9,10,5,0.00034278687724144255,95.352,0.01501286945499876,3.3059999999999996,1
7,1,0,0,8740.47,237.68,3.59,9.4,4,0.931,1.36,1,2024,8,18,3,0.0004107330612655841,12.784,0.027193045682898064,0.6485999999999995,1
6,4,0,4,1858.28,84.84,4.38,9.9,2,0.811,1.43,1,2024,3,6,6,0.002357018318014508,14.157,0.04565512194071938,1.8710999999999995,1
4,0,3,0,5831.88,178.04,2.06,9.6,0,0.909,11.97,0,2024,12,12,4,0.000353230862089069,114.912,0.030528748876863035,0.8735999999999997,1
4,2,0,0,4345.43,200.59,1.26,0.1,4,0.826,1.33,0,2024,1,22,1,0.00028995979684404074,0.133,0.0461611394039255,0.017400000000000006,0
0,6,3,0,4037.85,29.64,3.0,0.5,0,0.712,5.35,0,2025,8,25,1,0.0007429696496898102,2.675,0.007340540138935325,0.14400000000000002,0
6,1,3,4,14608.65,292.07,3.53,1.5,2,0.614,174.33,1,2025,7,21,1,0.0002416376598795919,261.495,0.019992949382728727,0.579,0
4,7,3,3,6199.92,442.29,3.81,3.5,2,0.535,80.05,1,2024,8,23,0,0.0006145240583749468,280.175,0.0713380172647389,1.6275,0
0,1,1,4,13434.68,76.72,1.84,8.3,4,0.768,38.63,1,2025,8,25,1,0.0001369589748322997,320.6290000000001,0.005710593776703278,1.9256,1
6,6,0,2,9651.51,299.31,2.06,8.9,0,0.995,1.03,0,2024,8,13,5,0.00021343810450385483,9.167,0.031011727698567373,0.04450000000000004,1
5,1,3,0,12024.76,332.7,2.89,1.9,0,0.869,17.37,0,2024,1,8,1,0.00024033743708814148,33.003,0.027667911875164243,0.2489,0
7,6,2,3,7788.24,210.25,2.29,6.2,0,0.664,5.96,1,2024,3,13,6,0.00029403305496492147,36.952,0.02699582960977063,2.0831999999999997,0
1,6,1,1,8865.11,350.85,4.04,9.2,1,0.914,13.98,0,2025,12,25,4,0.00045571910557229406,128.61599999999999,0.03957649707674242,0.7911999999999996,1
2,4,0,3,7641.51,205.96,2.76,4.6,1,0.884,1.11,0,2025,10,8,6,0.00036118515843072896,5.106,0.026952788126953967,0.5336,0
7,1,0,4,3331.02,252.81,3.84,1.0,2,0.641,1.13,1,2024,3,1,0,0.0011528000432300017,1.13,0.07589567159608769,0.359,0
6,6,0,3,10975.56,4.67,3.12,4.6,3,0.507,0.5,1,2024,8,22,4,0.00028426795534806427,2.3,0.00042549081778059616,2.2678,0
6,3,0,0,4571.2,346.17,3.75,3.8,0,0.559,0.54,0,2024,3,10,3,0.0008203535176758838,2.052,0.0757284739236962,1.6757999999999997,0
7,5,3,1,852.58,331.01,2.3,5.8,0,0.939,2.2,0,2024,2,2,0,0.0026976940580356094,12.76,0.3882450913697248,0.3538000000000003,0
5,3,1,2,9859.35,20.16,3.94,4.4,4,0.918,24.71,1,2024,12,4,6,0.00039962066464827804,108.72400000000002,0.0020447595429719,0.36079999999999984,0
3,6,0,1,3068.1,184.76,2.11,0.2,2,0.648,0.89,1,2024,3,13,6,0.0006877220429581826,0.17800000000000002,0.060219679932205596,0.0704,0
6,6,1,3,14136.65,489.54,3.0,9.9,0,0.643,14.43,1,2025,6,10,5,0.00021221435064177157,142.857,0.03462913773772429,3.5343,1
4,0,3,0,14331.96,210.95,1.91,5.4,0,0.896,25.6,0,2024,8,31,2,0.00013326858294329596,138.24,0.014718852131878683,0.5616,0
3,4,3,0,13765.53,251.47,2.77,4.7,1,0.969,36.08,0,2024,10,12,2,0.00020122726840157988,169.576,0.018268094290593968,0.14570000000000013,0
0,7,2,0,5867.3,455.06,2.25,9.5,0,0.89,4.54,1,2025,11,16,3,0.00038348132872019497,43.13,0.07755867264329419,1.045,1
0,6,0,3,724.12,358.91,2.08,1.6,4,0.803,0.5,1,2025,5,12,1,0.002872452079765785,0.8,0.49564989228304707,0.3151999999999999,0
1,7,0,1,13960.62,291.45,4.39,1.9,2,0.621,7.54,1,2024,8,7,6,0.00031445594823152547,14.325999999999999,0.020876579979972235,0.7201,0
0,5,3,3,6708.67,399.1,1.73,8.1,2,0.763,104.57,1,2025,7,6,3,0.00025787525694362666,847.0169999999999,0.05949018210763087,1.9196999999999997,1
0,4,2,4,14516.49,432.32,3.8,2.6,0,0.617,9.89,0,2024,5,15,6,0.0002617712683989036,25.714000000000002,0.029781303882687894,0.9958,0
2,1,0,1,14472.49,228.99,4.45,8.0,0,0.904,0.71,0,2025,8,7,4,0.0003074799153428332,5.68,0.015822432767270873,0.7679999999999998,1
7,0,0,1,12868.64,238.08,1.27,2.7,0,0.693,1.01,0,2025,8,13,6,9.86895274092678e-05,2.7270000000000003,0.018500789516219276,0.8289000000000002,0
0,7,0,3,4769.51,193.64,3.51,0.3,4,0.917,1.24,1,2025,4,29,5,0.0007359246547339244,0.372,0.04059955844520716,0.024899999999999988,0
6,6,1,2,6083.92,483.39,2.03,5.2,3,0.691,6.53,0,2024,9,5,4,0.0003336664518928585,33.956,0.07945370747807334,1.6068000000000002,0
7,5,1,3,12841.48,348.89,1.33,2.0,0,0.912,10.67,0,2025,4,29,5,0.00010357061647099868,21.34,0.02716898675230581,0.17599999999999993,0
6,5,2,3,5095.37,42.53,2.53,7.6,3,0.667,4.86,0,2025,2,20,4,0.0004965292020010323,36.936,0.008346793265258461,2.5307999999999997,1
7,0,0,1,2957.64,431.62,4.29,6.4,2,0.72,1.5,1,2024,7,13,2,0.001450480788736966,9.600000000000001,0.14593392028779703,1.7920000000000003,0
6,0,2,1,8573.62,240.8,1.24,9.2,2,0.808,59.8,1,2024,4,6,2,0.00014462968967600615,550.16,0.028086152640308292,1.7663999999999993,1
2,8,0,2,14074.24,35.31,3.14,7.8,1,0.535,1.76,1,2024,4,9,5,0.00022310263289527536,13.728,0.0025088388431631125,3.627,1
6,5,3,3,10592.43,275.31,2.85,1.8,1,0.974,24.18,0,2025,11,5,6,0.00026906007403400354,43.524,0.025991203151684742,0.04680000000000004,0
3,8,0,3,8765.89,209.16,4.08,8.0,0,0.787,0.5,0,2025,3,17,1,0.00046544047438423254,4.0,0.023860669025050508,1.7039999999999997,1
3,8,0,2,1909.06,439.0,1.48,6.4,1,0.754,0.5,0,2024,12,28,2,0.0007752506469152358,3.2,0.22995610405120845,1.5744,0
6,6,3,2,9417.6,102.79,3.45,6.7,2,0.92,139.45,1,2025,3,9,3,0.000366335372069317,934.3149999999999,0.010914670404349304,0.5359999999999997,0
3,4,3,3,14855.78,413.41,3.44,8.3,0,0.933,28.93,1,2025,2,24,1,0.00023155970268811196,240.11900000000003,0.02782822578148034,0.5560999999999996,1
1,7,2,2,2531.22,279.29,3.41,5.7,0,0.761,1.96,0,2025,4,23,6,0.0013471764603629872,11.172,0.11033809783424596,1.3623,0
0,3,0,0,8015.78,28.25,4.31,4.7,2,0.964,3.64,1,2024,2,25,3,0.0005376894076434233,17.108,0.0035242983215607216,0.16920000000000016,0
0,6,3,4,13221.91,485.95,3.92,6.4,2,0.532,193.11,1,2025,11,20,4,0.00029647758909265,1235.9040000000002,0.0367533888825442,2.9952,0
7,5,1,4,11241.14,256.8,1.34,3.0,0,0.557,7.66,0,2025,10,31,0,0.00011920499166454649,22.98,0.022844658104071297,1.3289999999999997,0
1,8,2,3,10606.73,146.15,2.75,1.8,3,0.798,9.14,0,2025,10,23,4,0.00025926935068583813,16.452,0.013778987491903726,0.3635999999999999,0
5,7,2,4,10686.02,235.23,2.51,6.2,4,0.677,25.24,1,2024,4,10,6,0.00023488632811842012,156.488,0.022012872893743412,2.0025999999999997,0
4,2,2,0,5712.62,429.07,2.22,2.3,3,0.732,4.5,0,2024,3,3,3,0.00038861328077134487,10.35,0.07510914431556799,0.6164,0
5,7,2,4,4757.08,153.15,2.69,0.8,0,0.664,2.61,0,2025,2,16,3,0.0005654729371799507,2.088,0.03219411908145333,0.2688,0
0,4,2,0,12235.74,97.15,2.47,0.0,3,0.702,7.3,0,2024,12,13,0,0.0002018676434772233,0.0,0.007939854884134512,0.0,0
3,6,1,0,12246.64,65.41,2.63,6.1,4,0.911,32.91,0,2024,4,21,3,0.00021475278117099873,200.75099999999998,0.005341056812317501,0.5428999999999998,0
5,1,2,4,13072.55,149.63,4.43,3.6,2,0.797,73.88,1,2024,9,11,6,0.00033887803068261354,265.968,0.01144612183544909,0.7307999999999999,0
3,1,1,0,13741.99,390.24,1.49,7.5,4,0.999,39.87,1,2024,7,15,1,0.0001084267999030708,299.025,0.028397633821593524,0.007500000000000007,1
2,6,2,3,7914.46,236.34,4.24,3.8,4,0.893,17.11,1,2024,7,13,2,0.0005357282745759029,65.018,0.029861797267280395,0.4065999999999999,0
7,3,0,3,7771.99,114.51,2.78,4.9,2,0.637,4.1,1,2025,7,3,4,0.00035769474741990145,20.09,0.014733678247141339,1.7787000000000002,0
5,2,2,4,12075.28,83.93,3.26,4.1,4,0.632,26.6,1,2025,4,4,0,0.0002699730358219436,109.06,0.00695056346519501,1.5088,0
6,1,0,0,9924.48,167.03,3.94,6.5,3,0.668,0.66,1,2024,5,23,4,0.00039699812987682985,4.29,0.016830100922164186,2.158,0
7,6,3,3,10678.52,470.02,2.39,3.6,0,0.922,18.01,1,2025,3,8,2,0.00022381378692927484,64.83600000000001,0.04401546281694467,0.2807999999999999,0
7,4,0,0,12038.99,172.17,2.62,9.6,3,0.514,0.92,0,2024,7,6,2,0.00021762622944283534,8.832,0.01430103355846296,4.6655999999999995,1
0,8,3,3,13405.08,494.07,2.55,9.4,4,0.615,81.56,1,2024,10,12,2,0.0001902263917858006,766.6640000000001,0.036856922897886474,3.619,1
6,3,1,0,5400.93,243.13,2.44,8.5,3,0.952,5.91,0,2025,4,18,0,0.000451774046321652,50.235,0.04501632126318986,0.40800000000000036,1
3,7,1,1,5945.95,90.4,4.25,9.2,0,0.82,5.5,0,2024,9,12,4,0.0007147722399280182,50.599999999999994,0.01520362599752773,1.6560000000000004,1
4,8,3,2,1862.74,445.68,3.94,4.5,1,0.613,5.08,1,2024,3,18,1,0.002115163683605871,22.86,0.23926044429174229,1.7415,0
2,8,2,1,8885.06,230.72,1.56,5.4,0,0.61,6.34,0,2025,3,29,2,0.0001755756292022789,34.236000000000004,0.025967185365096016,2.1060000000000003,0
4,7,2,4,1021.16,355.13,1.56,7.4,1,0.931,0.73,1,2025,7,17,4,0.001527674409495084,5.402,0.3477711622076854,0.5105999999999996,1
0,3,2,0,7251.17,491.87,2.61,7.0,2,0.947,46.91,1,2024,4,10,6,0.00035994191282234453,328.37,0.06783319105744315,0.37100000000000033,1
5,7,1,2,8368.35,26.04,1.53,8.9,0,0.628,8.56,0,2024,2,21,6,0.00018283174102421624,76.18400000000001,0.0031117245335101898,3.3108,1
5,0,1,0,4654.85,49.25,3.24,7.2,1,0.71,7.07,0,2025,10,29,6,0.0006960482077832798,50.904,0.010580362417693372,2.0880000000000005,1
5,5,3,4,9067.08,360.51,1.67,10.0,2,0.917,151.27,1,2025,7,7,1,0.0001841827799026809,1512.7,0.03976031975012904,0.8299999999999996,1
4,8,1,1,942.25,141.63,2.92,3.5,0,0.886,0.5,0,2024,1,16,5,0.0030989652427699656,1.75,0.15031042716901033,0.39899999999999997,0
3,4,2,2,1041.55,92.97,1.22,8.3,3,0.907,1.09,0,2024,4,5,0,0.0011713311890931785,9.047,0.08926119725409246,0.7718999999999998,1
4,8,0,1,12427.71,20.64,2.24,7.0,2,0.759,7.05,1,2024,8,30,0,0.00018024237771882353,49.35,0.0016608047661234452,1.6869999999999998,1
6,4,3,1,5722.76,11.9,3.43,6.9,1,0.956,15.58,1,2024,6,19,6,0.0005993611474183786,107.50200000000001,0.0020794162257372316,0.30360000000000026,0
5,0,0,0,2342.38,387.47,2.8,3.3,0,0.663,0.5,1,2025,2,20,4,0.0011953653975870695,1.65,0.16541722521537924,1.1120999999999999,0
7,0,2,1,8072.53,68.08,4.43,7.9,0,0.578,6.35,0,2025,5,12,1,0.0005487746716333046,50.165,0.008433539423204373,3.3338000000000005,1
1,6,0,4,11664.91,234.39,4.08,9.0,4,0.854,3.66,1,2025,5,7,6,0.0003497669506237082,32.94,0.020093596950169355,1.314,1
6,2,2,1,3629.4,303.34,2.38,2.2,1,0.77,3.39,0,2024,8,6,5,0.000655755772303962,7.458000000000001,0.08357855292885875,0.506,0
3,5,0,0,9531.91,214.75,1.35,6.3,0,0.927,1.27,1,2025,2,14,0,0.00014162953699730694,8.001,0.022529587459386418,0.4598999999999997,0
6,4,1,0,1737.54,14.53,3.99,3.9,0,0.541,1.21,0,2024,3,1,0,0.002296350012086053,4.718999999999999,0.008362397412433671,1.7900999999999998,0
3,0,2,4,1249.38,391.97,4.21,9.9,1,0.922,2.11,1,2024,6,17,1,0.0033696713569930682,20.889,0.313731610878996,0.7721999999999997,1
6,5,0,1,8204.64,6.25,3.91,4.8,0,0.647,0.98,0,2025,1,23,4,0.0004765596052965152,4.704,0.0007617640749624603,1.6944,0
4,1,0,0,8339.21,381.18,1.62,2.3,3,0.827,1.06,1,2024,1,3,6,0.0001942630057283604,2.4379999999999997,0.04570936575526939,0.3979000000000001,0
1,6,3,2,9742.73,446.76,4.49,3.8,3,0.52,19.53,0,2025,2,3,1,0.00046085645399184834,74.214,0.04585573037536707,1.8239999999999998,0
2,7,0,2,11028.32,216.99,2.05,6.5,0,0.805,1.45,1,2024,9,28,2,0.00018588506680981327,9.424999999999999,0.019675707632712872,1.2674999999999996,0
2,4,2,0,14649.86,268.24,3.59,0.8,2,0.859,72.6,1,2025,4,10,4,0.0002450535363477876,58.08,0.018310072587724387,0.11280000000000001,0
5,7,1,0,7986.36,239.01,4.2,6.0,4,0.684,22.52,1,2024,10,19,2,0.0005258966537947201,135.12,0.02992727600558953,1.8959999999999997,0
4,3,2,2,5182.87,195.22,1.98,9.3,0,0.608,3.71,1,2025,3,9,3,0.00038202771823333403,34.503,0.03766638947147044,3.6456000000000004,1
6,2,2,3,12030.2,443.82,4.2,8.5,3,0.769,12.42,1,2025,12,14,3,0.00034912137786570463,105.57,0.03689215474389453,1.9634999999999998,1
3,7,2,0,4427.07,447.07,2.22,0.7,4,0.917,8.31,1,2025,7,23,6,0.0005014603338099466,5.817,0.10098552767405983,0.05809999999999997,0
6,2,2,3,6865.09,168.57,4.42,9.9,1,0.662,8.71,1,2025,11,8,2,0.0006438371528996706,86.22900000000001,0.024554667163868206,3.3461999999999996,1
4,7,1,0,1637.62,307.92,2.13,7.0,0,0.626,1.82,1,2025,5,13,5,0.0013006680426472564,12.74,0.18802896886945691,2.618,1
2,5,0,3,867.59,463.53,4.35,1.6,3,0.639,0.5,0,2024,6,7,0,0.005013889048974746,0.8,0.5342731013497158,0.5776,0
1,7,2,0,14458.4,481.07,1.38,0.1,2,0.975,68.95,1,2024,7,13,2,9.544624578099928e-05,6.8950000000000005,0.033272699607148785,0.0025000000000000022,0
1,8,0,2,12621.71,254.97,3.54,1.7,2,0.68,4.71,1,2024,10,30,6,0.00028046912819261417,8.007,0.020200907800923963,0.5439999999999999,0
2,6,2,4,10591.63,226.96,2.96,8.4,0,0.502,9.73,0,2024,8,10,2,0.0002794659556649921,81.73200000000001,0.02142824097896169,4.1832,1
3,6,3,0,6429.82,140.07,2.78,0.2,4,0.891,26.97,1,2024,2,29,4,0.00043236047043307586,5.394,0.021784435645165804,0.0218,0
5,0,0,1,3012.77,479.48,1.94,2.3,0,0.85,1.26,1,2025,8,16,2,0.0006439256896477329,2.8979999999999997,0.1591492214805644,0.34500000000000003,0
2,5,0,2,2768.34,72.26,3.53,7.6,0,0.564,0.6,1,2025,7,9,6,0.0012751323898076102,4.56,0.02610228512393709,3.3136,1
2,6,3,1,4128.52,290.33,1.83,5.9,3,0.992,9.12,1,2024,3,3,3,0.00044325811671010434,53.808,0.0703230213248331,0.04720000000000005,0
0,5,1,0,8463.79,141.99,3.02,7.8,2,0.804,65.13,1,2024,11,17,3,0.00035681414590862953,508.01399999999995,0.016776172376677587,1.5287999999999995,1
5,5,1,4,10861.64,140.23,2.04,7.5,1,0.75,15.01,1,2024,2,28,6,0.00018781694108808617,112.575,0.012910573357246236,1.875,1
7,3,3,0,10072.86,203.08,4.35,0.5,4,0.691,43.29,1,2024,2,21,6,0.0004318535152876144,21.645,0.020161106180369825,0.15450000000000003,0
2,3,1,4,4559.04,499.4,1.29,8.9,4,0.949,13.7,1,2025,8,21,4,0.00028295430616972,121.92999999999999,0.10954060503965747,0.4539000000000004,1
4,2,2,2,14345.55,28.43,1.86,2.3,3,0.622,10.74,1,2025,5,3,2,0.00012965693194056695,24.701999999999998,0.0019817992339087732,0.8694,0
4,7,2,3,11199.51,289.69,2.0,5.5,1,0.643,12.01,1,2025,5,29,4,0.0001785792414132404,66.05499999999999,0.025866310222500806,1.9634999999999998,0
0,3,2,0,8538.13,42.2,2.57,6.4,0,0.561,6.24,0,2025,6,27,0,0.00030100267857247434,39.93600000000001,0.004942534255158918,2.8095999999999997,0
3,1,3,0,9369.95,78.11,1.97,1.7,2,0.88,113.8,1,2024,6,10,1,0.00021024658616107875,193.45999999999998,0.008336223779209067,0.204,0
2,5,1,4,6584.2,220.34,2.82,9.8,3,0.798,9.27,1,2024,2,28,6,0.0004282980468394034,90.846,0.03346496157467878,1.9795999999999998,1
5,3,1,3,4092.1,255.72,4.08,4.9,1,0.805,5.41,1,2025,6,4,6,0.0009970430830136116,26.509000000000004,0.06249114146770607,0.9554999999999998,0
2,7,2,1,5661.6,130.14,3.55,0.6,1,0.609,5.28,0,2024,3,23,2,0.0006270312279214355,3.168,0.022986434930055106,0.2346,0
1,8,3,0,11488.77,158.91,3.11,9.4,2,0.826,187.31,1,2024,7,9,5,0.00027069912619018396,1760.7140000000002,0.013831767891601973,1.6356000000000004,1
1,6,2,3,708.71,44.4,1.49,5.9,4,0.883,1.17,1,2024,3,11,1,0.002102411423572406,6.903,0.06264903839370123,0.6903,0
1,6,3,2,2183.05,152.31,3.49,7.0,1,0.679,6.83,1,2025,9,1,1,0.0015986807448294816,47.81,0.06976935938251529,2.247,1
2,5,1,4,1167.04,483.31,1.75,5.3,1,0.901,2.47,1,2024,3,10,3,0.0014995201535508637,13.091000000000001,0.4141331916643817,0.5246999999999998,0
3,6,1,4,1090.57,472.41,3.8,8.3,4,0.674,2.77,1,2025,11,22,2,0.0034844164060995626,22.991000000000003,0.4331771458961828,2.7058,1
1,0,0,1,12904.18,168.1,2.03,0.3,1,0.879,0.98,0,2024,8,28,6,0.00015731336667653426,0.294,0.013026786669125818,0.0363,0
6,1,1,3,10703.04,285.86,2.58,2.7,3,0.517,9.89,0,2025,2,17,1,0.0002410530092384967,26.703000000000003,0.02670829969802972,1.3041,0
5,1,0,3,7375.52,454.89,2.36,4.7,2,0.776,3.58,1,2024,5,2,4,0.0003199774388788858,16.826,0.061675651343905236,1.0528,0
6,5,3,1,1918.6,4.09,4.03,0.8,0,0.985,3.36,0,2025,8,6,6,0.0021004899405816743,2.688,0.0021317627436672573,0.01200000000000001,0
3,7,3,4,7628.43,405.53,1.62,7.1,3,0.991,16.55,1,2024,9,9,1,0.00021236348763769216,117.505,0.05316034885290944,0.06390000000000005,1
5,0,0,3,7365.34,474.24,3.07,3.9,2,0.641,3.91,1,2025,8,15,0,0.00041681714625529844,15.249,0.06438806626713771,1.4001,0
4,3,1,2,3011.43,46.57,1.67,2.7,0,0.721,2.74,0,2025,8,31,3,0.0005545538166253242,7.3980000000000015,0.015464413916312186,0.7533000000000001,0
3,6,3,1,6790.85,81.56,3.53,0.0,0,0.531,9.38,0,2024,2,10,2,0.0005198171068422951,0.0,0.012010278536560224,0.0,0
